,Dataset,"[eps,min_samples]",f1 score,Adjusted Random Score,Silhouette Score,Execution Time
22,Iris,"[0.4, 3.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.007977962493896484
23,Iris,"[0.4, 4.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.009971857070922852
24,Iris,"[0.4, 5.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.009960412979125977
25,Iris,"[0.4, 6.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.009972810745239258
26,Iris,"[0.4, 7.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.006985902786254883
27,Iris,"[0.4, 8.0]",0.5555555555555555,0.5681159420289855,0.6294675561906644,0.01495504379272461
28,Iris,"[0.5, 2.0]",0.16666666666666666,0.0,,0.00997471809387207
29,Iris,"[0.5, 3.0]",0.16666666666666666,0.0,,0.004986763000488281
30,Iris,"[0.5, 4.0]",0.16666666666666666,0.0,,0.004985809326171875
31,Iris,"[0.5, 5.0]",0.16666666666666666,0.0,,0.006981849670410156
32,Iris,"[0.5, 6.0]",0.16666666666666666,0.0,,0.0059740543365478516
33,Iris,"[0.5, 7.0]",0.16666666666666666,0.0,,0.004987478256225586
34,Iris,"[0.5, 8.0]",0.16666666666666666,0.0,,0.004987001419067383
35,Iris,"[0.6, 2.0]",0.16666666666666666,0.0,,0.005988597869873047
36,Iris,"[0.6, 3.0]",0.16666666666666666,0.0,,0.004988670349121094
37,Iris,"[0.6, 4.0]",0.16666666666666666,0.0,,0.0049860477447509766
38,Iris,"[0.6, 5.0]",0.16666666666666666,0.0,,0.004987955093383789
39,Iris,"[0.6, 6.0]",0.16666666666666666,0.0,,0.0049893856048583984
40,Iris,"[0.6, 7.0]",0.16666666666666666,0.0,,0.004986763000488281
41,Iris,"[0.6, 8.0]",0.16666666666666666,0.0,,0.0049860477447509766
42,Iris,"[0.7, 2.0]",0.16666666666666666,0.0,,0.005983829498291016
43,Iris,"[0.7, 3.0]",0.16666666666666666,0.0,,0.004986763000488281
44,Iris,"[0.7, 4.0]",0.16666666666666666,0.0,,0.004987001419067383
45,Iris,"[0.7, 5.0]",0.16666666666666666,0.0,,0.005982875823974609
46,Iris,"[0.7, 6.0]",0.16666666666666666,0.0,,0.004987478256225586
47,Iris,"[0.7, 7.0]",0.16666666666666666,0.0,,0.004987239837646484
48,Iris,"[0.7, 8.0]",0.16666666666666666,0.0,,0.004985809326171875
49,Iris,"[0.8, 2.0]",0.16666666666666666,0.0,,0.00498652458190918
50,Iris,"[0.8, 3.0]",0.16666666666666666,0.0,,0.004987239837646484
51,Iris,"[0.8, 4.0]",0.16666666666666666,0.0,,0.004988431930541992
52,Iris,"[0.8, 5.0]",0.16666666666666666,0.0,,0.004987239837646484
53,Iris,"[0.8, 6.0]",0.16666666666666666,0.0,,0.012966156005859375
54,Iris,"[0.8, 7.0]",0.16666666666666666,0.0,,0.0069806575775146484
55,Iris,"[0.8, 8.0]",0.16666666666666666,0.0,,0.0049855709075927734
56,Iris,"[0.9, 2.0]",0.16666666666666666,0.0,,0.004985809326171875
57,Iris,"[0.9, 3.0]",0.16666666666666666,0.0,,0.00598454475402832
58,Iris,"[0.9, 4.0]",0.16666666666666666,0.0,,0.005982637405395508
59,Iris,"[0.9, 5.0]",0.16666666666666666,0.0,,0.005984783172607422
60,Iris,"[0.9, 6.0]",0.16666666666666666,0.0,,0.004987239837646484
61,Iris,"[0.9, 7.0]",0.16666666666666666,0.0,,0.005986213684082031
62,Iris,"[0.9, 8.0]",0.16666666666666666,0.0,,0.006979703903198242
63,Wine,"[0.1, 2.0]",0.0,0.0,,0.005980968475341797
64,Wine,"[0.1, 3.0]",0.0,0.0,,0.005986928939819336
65,Wine,"[0.1, 4.0]",0.0,0.0,,0.005982875823974609
66,Wine,"[0.1, 5.0]",0.0,0.0,,0.00797891616821289
67,Wine,"[0.1, 6.0]",0.0,0.0,,0.0059833526611328125
68,Wine,"[0.1, 7.0]",0.0,0.0,,0.005983114242553711
69,Wine,"[0.1, 8.0]",0.0,0.0,,0.005984067916870117
70,Wine,"[0.2, 2.0]",0.0,0.0,,0.006981849670410156
71,Wine,"[0.2, 3.0]",0.0,0.0,,0.005984306335449219
72,Wine,"[0.2, 4.0]",0.0,0.0,,0.005984067916870117
73,Wine,"[0.2, 5.0]",0.0,0.0,,0.0059816837310791016
74,Wine,"[0.2, 6.0]",0.0,0.0,,0.01196908950805664
75,Wine,"[0.2, 7.0]",0.0,0.0,,0.004987001419067383
76,Wine,"[0.2, 8.0]",0.0,0.0,,0.00598454475402832
77,Wine,"[0.3, 2.0]",0.07030983997276133,0.04119380120259389,-0.26866459375077695,0.0109710693359375
78,Wine,"[0.3, 3.0]",0.04209024433743535,0.03931745712233917,-0.2628581871946139,0.009972333908081055
79,Wine,"[0.3, 4.0]",0.04209024433743535,0.015858758367090046,-0.11673174599306076,0.008973360061645508
80,Wine,"[0.3, 5.0]",0.0,0.0,,0.006979465484619141
81,Wine,"[0.3, 6.0]",0.0,0.0,,0.0069811344146728516
82,Wine,"[0.3, 7.0]",0.0,0.0,,0.006986856460571289
83,Wine,"[0.3, 8.0]",0.0,0.0,,0.005983829498291016
84,Wine,"[0.4, 2.0]",0.23809147016933058,0.37215797060430056,-0.018220315868128487,0.009974479675292969
85,Wine,"[0.4, 3.0]",0.46923111703931447,0.37484117517215465,0.00018474711408042121,0.008977651596069336
86,Wine,"[0.4, 4.0]",0.32667891258477133,0.2746397906715183,0.04977248262359986,0.008975982666015625
87,Wine,"[0.4, 5.0]",0.41538924558587476,0.2343466495435097,-0.007398707104032952,0.008976936340332031
88,Wine,"[0.4, 6.0]",0.4205806756280082,0.23534473644438564,-0.030886000240666588,0.016954898834228516
89,Wine,"[0.4, 7.0]",0.4384472147755331,0.26392411039684455,-0.05224491872182784,0.008973360061645508
90,Wine,"[0.4, 8.0]",0.35609938079728204,0.31963765794279536,-0.07691532847163332,0.008976459503173828
91,Wine,"[0.5, 2.0]",0.2671425811697793,0.42039032102354235,0.1271385503504502,0.009971857070922852
92,Wine,"[0.5, 3.0]",0.2671425811697793,0.4212180245361646,0.23005412718122614,0.009974479675292969
93,Wine,"[0.5, 4.0]",0.2685809111938047,0.42288844789430613,0.22552795030438744,0.009971380233764648
94,Wine,"[0.5, 5.0]",0.2685809111938047,0.42288844789430613,0.22552795030438744,0.008977413177490234
95,Wine,"[0.5, 6.0]",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.0139617919921875
96,Wine,"[0.5, 7.0]",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.00997304916381836
97,Wine,"[0.5, 8.0]",0.2562771456897366,0.4263605167069214,0.2135398753843134,0.00897669792175293
98,Wine,"[0.6, 2.0]",0.20464247348868442,-0.011362388444051517,0.12672667650566555,0.008975744247436523
99,Wine,"[0.6, 3.0]",0.20464247348868442,-0.011362388444051517,0.12672667650566555,0.013962507247924805
100,Wine,"[0.6, 4.0]",0.17230114339454533,-0.008541558136724232,,0.006981611251831055
101,Wine,"[0.6, 5.0]",0.17306353783434425,-0.007353075220015277,,0.014960050582885742
102,Wine,"[0.6, 6.0]",0.17306353783434425,-0.007353075220015277,,0.006981849670410156
103,Wine,"[0.6, 7.0]",0.17306353783434425,-0.007353075220015277,,0.007981538772583008
104,Wine,"[0.6, 8.0]",0.17383270911360796,-0.006903281549345834,,0.01395869255065918
105,Wine,"[0.7, 2.0]",0.1664355725555821,-0.0036908611295622096,,0.006981849670410156
106,Wine,"[0.7, 3.0]",0.1664355725555821,-0.0036908611295622096,,0.005983829498291016
107,Wine,"[0.7, 4.0]",0.1664355725555821,-0.0036908611295622096,,0.0069844722747802734
108,Wine,"[0.7, 5.0]",0.16786420407966438,-0.0064242403723043275,,0.014957666397094727
109,Wine,"[0.7, 6.0]",0.16786420407966438,-0.0064242403723043275,,0.00797724723815918
110,Wine,"[0.7, 7.0]",0.16858775668345602,-0.007421302208541407,,0.006982326507568359
111,Wine,"[0.7, 8.0]",0.16858775668345602,-0.007421302208541407,,0.010969877243041992
112,Wine,"[0.8, 2.0]",0.16573033707865167,-0.001963001963001963,,0.007978677749633789
113,Wine,"[0.8, 3.0]",0.16573033707865167,-0.001963001963001963,,0.006981611251831055
114,Wine,"[0.8, 4.0]",0.16573033707865167,-0.001963001963001963,,0.006982088088989258
115,Wine,"[0.8, 5.0]",0.16573033707865167,-0.001963001963001963,,0.02892136573791504
116,Wine,"[0.8, 6.0]",0.16573033707865167,-0.001963001963001963,,0.0069811344146728516
117,Wine,"[0.8, 7.0]",0.16573033707865167,-0.001963001963001963,,0.006981849670410156
118,Wine,"[0.8, 8.0]",0.16573033707865167,-0.001963001963001963,,0.007976770401000977
119,Wine,"[0.9, 2.0]",0.16503105295595694,0.0,,0.007981300354003906
120,Wine,"[0.9, 3.0]",0.16503105295595694,0.0,,0.008974313735961914
121,Wine,"[0.9, 4.0]",0.16503105295595694,0.0,,0.006982326507568359
122,Wine,"[0.9, 5.0]",0.16503105295595694,0.0,,0.01595759391784668
123,Wine,"[0.9, 6.0]",0.16503105295595694,0.0,,0.0069811344146728516
124,Wine,"[0.9, 7.0]",0.16503105295595694,0.0,,0.0069811344146728516
125,Wine,"[0.9, 8.0]",0.16503105295595694,0.0,,0.006980419158935547
